Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-09-06 ,8677,0.76,6592.9,No
2021-09-07 ,8686,0.39,6732.42,No
2021-09-08 ,9329,0.44,7265.43,No
2021-09-09 ,6766,0.45,5270.17,No
2021-09-10 ,15849,0.56,12017.05,Yes
2021-09-11 ,12162,0.53,9353.7,Yes
2021-09-12 ,8551,0.41,6617.06,No
2021-09-13 ,8975,0.31,7002.23,No
2021-09-14 ,4132,0.44,3226.3,No
2021-09-15 ,7070,0.37,5525.08,No
2021-09-16 ,7076,0.36,5483.31,No
2021-09-17 ,7944,0.37,6158.97,No
2021-09-18 ,8662,0.57,6630.38,No
2021-09-19 ,1202,1.24,896.23,No
2021-09-20 ,34353,0.89,23070.92,Yes
2021-09-21 ,18881,0.6,14340.99,Yes
2021-09-22 ,10252,0.45,7924.31,Yes
2021-09-23 ,7566,0.33,5968.75,No
2021-09-24 ,8952,0.34,6954.29,No
2021-09-25 ,9438,0.58,6968.37,No
2021-09-26 ,12974,0.45,9973.82,Yes
2021-09-27 ,8836,0.36,6899.25,No
2021-09-28 ,10969,0.39,8533.88,Yes
2021-09-29 ,19412,0.54,14996.52,Yes
2021-09-30 ,8445,0.74,6420.64,No
2021-10-01 ,16318,0.52,12260.48,Yes
2021-10-02 ,15194,0.48,11666.08,Yes
2021-10-03 ,4964,0.34,3883.06,No
2021-10-04 ,16502,0.52,12658.2,Yes
2021-10-05 ,16239,0.86,12224.92,Yes
2021-10-06 ,14601,0.81,11068.43,Yes
2021-10-07 ,15837,0.88,12018.33,Yes
2021-10-08 ,30450,0.56,22725.95,Yes
2021-10-09 ,24584,0.73,18566.16,Yes
2021-10-10 ,11220,1.26,8348.77,Yes
2021-10-11 ,14530,0.68,11008.74,Yes
2021-10-12 ,10232,0.65,7845.98,Yes
2021-10-13 ,16476,0.55,12497.05,Yes
2021-10-14 ,22024,0.59,16839.13,Yes
2021-10-15 ,22152,0.71,15960.82,Yes
2021-10-16 ,13739,0.61,10432.93,Yes
2021-10-17 ,11450,0.39,8986.12,Yes
2021-10-18 ,11903,0.8,9034.87,Yes
2021-10-19 ,12094,0.55,9338.32,Yes
2021-10-20 ,6740,0.41,5313.64,No
2021-10-21 ,7906,0.38,6249.44,No
2021-10-22 ,9528,0.4,7402.1,No
2021-10-23 ,16634,0.39,12800.16,Yes
2021-10-24 ,4455,0.44,3478.06,No
2021-10-25 ,12913,0.58,9931.24,Yes
2021-10-26 ,7947,0.81,6019.15,No
2021-10-27 ,8003,0.39,6158.85,No
2021-10-28 ,9783,0.43,7504.9,No
2021-10-29 ,14140,0.61,10783.73,Yes
2021-10-30 ,12292,0.71,9243.37,Yes
2021-10-31 ,10411,0.35,8110.55,Yes
2021-11-01 ,11157,0.51,8581.59,Yes
2021-11-02 ,10564,0.5,8155.44,Yes
2021-11-03 ,7060,0.45,5401.72,No
2021-11-04 ,15565,0.53,11958.14,Yes
2021-11-05 ,13546,0.46,10463.67,Yes
2021-11-06 ,19995,0.57,14787.97,Yes
2021-11-07 ,18468,0.55,14162.68,Yes
2021-11-08 ,6588,0.33,5165.99,No
2021-11-09 ,10058,0.46,7716.53,Yes
2021-11-10 ,13047,0.53,10009.43,Yes
2021-11-11 ,11303,0.48,8754.06,Yes
2021-11-12 ,20098,0.73,15400.33,Yes
2021-11-13 ,24077,0.7,18131.48,Yes
2021-11-14 ,14631,0.55,11161.99,Yes
2021-11-15 ,8768,0.35,6886.12,No
2021-11-16 ,8492,0.4,6652.83,No
2021-11-17 ,11779,0.73,8920.15,Yes
2021-11-18 ,14608,0.5,11249.12,Yes
2021-11-19 ,18630,0.57,14010.89,Yes
2021-11-20 ,11424,0.51,8811.75,Yes
2021-11-21 ,5064,0.39,3999.32,No
2021-11-22 ,8953,0.54,7070.53,No
2021-11-23 ,5841,0.82,4605.45,No
2021-11-24 ,9375,0.47,7399.78,No
2021-11-25 ,10078,0.41,7902.52,Yes
2021-11-26 ,18704,0.58,14400.47,Yes
2021-11-27 ,13867,0.48,10691.92,Yes
2021-11-28 ,8530,0.43,6687.6,No
2021-11-29 ,12749,0.52,9887.01,Yes
2021-11-30 ,15102,0.75,11613.81,Yes
2021-12-01 ,6597,0.78,5276.65,No
2021-12-02 ,3861,0.41,3096.35,No
2021-12-03 ,3708,0.35,2934.0,No
