Date,Avg. mental recovery,Avg. sleep efficiency,Avg. sleep score
2021-09-30 ,78.0,90.62,52.0
2021-10-01 ,78.0,93.68,74.0
2021-10-02 ,83.0,92.46,53.0
2021-10-03 ,81.13,93.69,69.04
2021-10-04 ,74.28,90.96,66.58
2021-10-05 ,70.82,90.33,63.24
2021-10-06 ,70.96,92.34,48.72
2021-10-07 ,75.0,92.05,65.0
2021-10-08 ,77.82,93.69,67.71
2021-10-09 ,71.69,92.08,50.21
2021-10-10 ,62.0,90.57,70.0
2021-10-11 ,79.28,90.68,71.56
2021-10-12 ,79.8,92.23,67.92
2021-10-13 ,82.0,91.37,82.0
2021-10-14 ,75.09,89.55,60.49
2021-10-15 ,91.55,94.14,67.92
2021-10-16 ,94.38,91.04,67.13
2021-10-17 ,72.67,88.3,63.39
2021-10-18 ,83.0,90.79,71.0
2021-10-19 ,73.52,88.78,57.0
2021-10-20 ,79.0,94.04,76.0
2021-10-21 ,77.0,93.83,73.0
2021-10-22 ,81.2,92.02,50.07
2021-10-23 ,69.8,91.17,60.72
2021-10-24 ,70.21,90.37,53.17
2021-10-25 ,91.0,92.5,73.0
2021-10-26 ,68.38,88.17,44.49
2021-10-27 ,73.0,93.28,76.0
2021-10-28 ,82.0,94.68,72.0
2021-10-29 ,86.0,94.58,79.0
2021-10-30 ,83.0,91.27,77.0
2021-10-31 ,85.15,90.8,52.78
2021-11-01 ,87.0,92.16,81.0
2021-11-02 ,83.0,91.26,81.0
2021-11-03 ,78.0,92.46,76.0
2021-11-04 ,81.0,94.92,76.0
2021-11-05 ,77.3,90.76,76.08
2021-11-06 ,72.61,91.81,56.63
2021-11-07 ,78.03,91.42,59.57
2021-11-08 ,69.0,93.04,68.0
2021-11-09 ,83.0,92.24,59.0
2021-11-10 ,75.0,91.87,79.0
2021-11-11 ,91.55,90.76,71.62
2021-11-12 ,100.0,93.38,74.0
2021-11-13 ,65.92,89.51,60.07
2021-11-14 ,70.51,91.82,53.49
2021-11-15 ,70.0,87.99,38.56
2021-11-16 ,70.0,89.09,67.0
2021-11-17 ,91.0,91.44,72.0
2021-11-18 ,84.0,92.58,79.0
2021-11-19 ,87.0,91.23,54.0
2021-11-20 ,79.0,89.7,65.46
2021-11-21 ,79.57,93.53,61.67
2021-11-22 ,76.0,93.67,76.0
2021-11-23 ,73.0,89.37,62.0
2021-11-24 ,67.0,93.42,61.0
2021-11-25 ,75.0,91.6,58.0
2021-11-26 ,70.0,91.63,65.0
2021-11-27 ,65.27,89.44,61.53
2021-11-28 ,70.0,91.41,54.51
2021-11-29 ,81.0,91.26,74.0
2021-11-30 ,83.0,93.48,81.0
2021-12-01 ,70.0,90.42,56.0
2021-12-02 ,64.0,92.94,71.0
2021-12-03 ,78.0,92.14,63.0
