Date,Avg. mental recovery,Avg. sleep efficiency,Avg. sleep score
2021-08-24 ,70.82,80.14,46.26
2021-08-25 ,91.96,91.62,72.1
2021-08-26 ,70.0,93.02,54.0
2021-08-27 ,78.0,90.77,66.0
2021-08-28 ,68.0,92.13,53.0
2021-08-29 ,79.5,89.82,67.46
2021-08-30 ,78.45,88.55,58.42
2021-08-31 ,76.59,89.65,43.77
2021-09-01 ,87.0,91.57,76.0
2021-09-02 ,89.0,88.58,52.0
2021-09-03 ,83.0,90.44,69.0
2021-09-04 ,70.0,88.65,46.97
2021-09-05 ,75.0,92.89,63.0
2021-09-06 ,87.0,88.76,76.0
2021-09-07 ,79.0,89.38,65.0
2021-09-08 ,72.0,91.2,63.0
2021-09-09 ,52.0,89.78,47.0
2021-09-10 ,70.0,89.35,63.0
2021-09-11 ,64.0,87.47,50.0
2021-09-12 ,74.12,89.78,46.12
2021-09-13 ,84.0,90.87,77.0
2021-09-14 ,68.0,90.11,65.0
2021-09-15 ,87.0,87.42,77.0
2021-09-16 ,75.0,90.97,53.0
2021-09-17 ,90.0,86.83,67.0
2021-09-18 ,90.78,85.93,66.78
2021-09-19 ,80.0,87.67,68.0
2021-09-20 ,66.7,82.81,59.42
2021-09-21 ,71.14,86.36,52.96
2021-09-22 ,76.28,87.73,53.04
2021-09-23 ,77.0,88.06,62.0
2021-09-24 ,74.31,86.46,58.31
2021-09-25 ,86.48,86.98,55.69
2021-09-26 ,70.7,86.17,50.18
2021-09-27 ,85.0,91.25,50.0
2021-09-28 ,77.0,92.6,69.0
2021-09-29 ,86.0,88.21,63.0
2021-09-30 ,73.0,84.69,56.0
2021-10-01 ,83.0,89.49,52.0
2021-10-02 ,70.0,84.66,37.15
2021-10-03 ,79.0,88.79,60.0
2021-10-04 ,81.0,88.81,70.0
2021-10-05 ,73.0,83.8,58.0
2021-10-06 ,80.02,86.17,53.26
2021-10-07 ,69.17,84.08,52.07
2021-10-08 ,67.07,79.71,36.61
2021-10-09 ,87.0,87.0,69.0
2021-10-10 ,78.54,80.46,59.12
2021-10-11 ,59.0,83.0,46.0
2021-10-12 ,59.73,85.45,48.87
2021-10-13 ,62.0,82.0,48.0
2021-10-14 ,80.0,86.0,64.0
2021-10-15 ,83.0,84.0,70.0
2021-10-16 ,57.0,90.0,63.0
2021-10-17 ,63.0,89.0,62.0
2021-10-18 ,79.0,83.0,54.0
2021-10-19 ,55.0,87.0,53.0
2021-10-20 ,67.0,87.0,53.0
2021-10-21 ,85.0,89.0,77.0
2021-10-22 ,59.73,88.49,50.29
2021-10-23 ,49.38,89.14,45.75
2021-10-24 ,64.24,86.96,49.57
2021-10-25 ,85.0,90.0,62.0
2021-10-26 ,76.0,86.72,50.59
2021-10-27 ,66.0,88.0,61.0
2021-10-28 ,59.0,89.0,53.0
2021-10-29 ,54.0,83.0,49.0
2021-10-30 ,77.91,86.15,68.79
2021-10-31 ,59.0,86.0,36.0
2021-11-01 ,69.55,87.45,39.0
2021-11-02 ,77.0,88.0,65.0
2021-11-03 ,70.71,83.43,45.92
2021-11-04 ,79.0,79.0,42.0
2021-11-05 ,80.0,85.0,69.0
2021-11-06 ,64.85,81.71,47.16
2021-11-07 ,74.48,79.43,40.37
2021-11-08 ,82.0,80.0,69.0
2021-11-09 ,76.0,83.0,72.0
2021-11-10 ,66.0,82.0,61.0
2021-11-11 ,63.0,77.0,69.0
2021-11-12 ,77.56,82.52,40.24
2021-11-13 ,48.0,79.0,33.0
2021-11-14 ,46.0,79.0,51.0
2021-11-15 ,49.0,80.0,66.0
2021-11-16 ,63.3,84.1,49.8
2021-11-17 ,66.59,90.47,46.22
2021-11-18 ,84.0,91.0,73.0
2021-11-19 ,63.0,86.0,56.0
2021-11-20 ,75.0,76.0,69.0
2021-11-21 ,38.0,88.0,64.0
2021-11-22 ,39.0,86.0,48.0
2021-11-23 ,64.0,85.0,61.0
2021-11-24 ,62.7,85.53,47.05
2021-11-25 ,71.0,92.0,60.0
2021-11-26 ,40.0,90.0,42.0
2021-11-27 ,45.59,83.17,32.44
2021-11-28 ,70.0,87.0,61.0
2021-11-29 ,84.0,87.0,61.0
2021-11-30 ,79.0,88.0,51.0
2021-12-01 ,76.0,92.0,65.0
2021-12-02 ,50.0,77.0,53.0
2021-12-03 ,68.67,85.93,47.55
2021-12-04 ,78.0,85.0,59.0
2021-12-05 ,82.01,88.39,69.02
2021-12-06 ,58.97,90.77,39.09
2021-12-08 ,81.0,90.0,76.0
2021-12-09 ,82.12,90.71,65.23
2021-12-10 ,69.13,75.28,56.7
2021-12-11 ,61.52,88.77,63.34
