Date,Avg. mental recovery,Avg. sleep efficiency,Avg. sleep score
2021-09-10 ,70.0,95.01,55.0
2021-09-11 ,73.82,93.78,76.92
2021-09-12 ,70.0,90.27,56.0
2021-09-13 ,88.0,91.29,81.0
2021-09-14 ,80.0,92.08,76.0
2021-09-15 ,63.0,88.68,65.0
2021-09-16 ,80.0,87.96,79.0
2021-09-17 ,91.0,89.98,75.0
2021-09-19 ,74.6,85.47,61.2
2021-09-20 ,71.0,93.98,76.0
2021-09-21 ,85.0,89.93,81.0
2021-09-22 ,75.0,91.01,76.0
2021-09-23 ,73.0,91.23,79.0
2021-09-24 ,59.0,90.81,60.0
2021-09-25 ,83.0,89.22,77.0
2021-09-26 ,65.98,84.72,65.83
2021-09-27 ,78.0,87.41,77.0
2021-09-28 ,86.54,91.67,58.62
2021-09-29 ,61.0,88.46,69.0
2021-09-30 ,86.0,91.93,67.0
2021-10-01 ,78.0,89.7,72.0
2021-10-02 ,75.69,89.48,71.46
2021-10-03 ,69.49,88.83,61.55
2021-10-04 ,72.56,87.42,66.82
2021-10-05 ,88.0,88.79,76.0
2021-10-06 ,57.0,88.94,61.0
2021-10-07 ,78.0,89.3,66.0
2021-10-08 ,81.0,84.98,62.0
2021-10-09 ,75.0,84.05,72.0
2021-10-10 ,74.0,87.4,65.0
2021-10-11 ,74.35,84.21,55.39
2021-10-12 ,79.0,89.84,62.0
2021-10-14 ,75.0,92.07,79.0
2021-10-15 ,85.55,91.31,72.15
2021-10-16 ,71.19,87.55,50.85
2021-10-17 ,83.0,89.69,79.0
2021-10-18 ,71.58,91.48,62.76
2021-10-19 ,67.17,91.12,55.09
2021-10-20 ,87.0,90.81,79.0
2021-10-21 ,59.0,88.8,64.0
2021-10-23 ,76.63,87.96,65.8
2021-10-24 ,68.0,89.62,70.0
2021-10-25 ,65.0,92.94,68.0
2021-10-26 ,39.0,88.72,46.0
2021-10-27 ,82.0,90.3,79.0
2021-10-28 ,68.0,93.25,66.0
2021-10-29 ,66.0,87.24,67.0
2021-10-30 ,70.0,89.15,52.16
2021-11-01 ,74.0,89.49,63.09
2021-11-02 ,70.0,88.84,62.0
2021-11-03 ,84.16,90.63,84.99
2021-11-04 ,75.66,85.69,59.74
2021-11-05 ,78.81,82.35,64.47
2021-11-06 ,74.94,88.15,65.37
2021-11-07 ,63.0,89.8,60.0
2021-11-08 ,69.0,86.04,59.0
2021-11-09 ,70.38,87.41,61.67
2021-11-10 ,71.9,89.88,50.52
2021-11-11 ,72.48,87.96,68.27
2021-11-12 ,70.0,91.57,78.0
2021-11-13 ,70.0,85.75,49.0
2021-11-14 ,89.0,91.82,71.0
2021-11-15 ,74.0,92.35,75.0
2021-11-16 ,70.0,88.73,52.0
2021-11-17 ,73.0,88.13,80.0
2021-11-18 ,78.0,89.87,71.0
2021-11-20 ,86.0,89.96,62.0
2021-11-21 ,76.97,85.66,71.48
2021-11-22 ,63.03,84.51,57.53
2021-11-23 ,84.0,91.73,76.0
2021-11-24 ,79.0,84.5,67.0
2021-11-25 ,78.0,89.95,45.0
2021-11-26 ,70.0,88.21,47.0
2021-11-27 ,70.34,85.44,48.66
