,update_time,start_date,start_time,source_type,count,speed,distance,calorie
269,2021-10-04 14:36:16.806,2021-10-03 ,18:58:40.096,-2,3768,0.6692745,2855.9304,139.8611

270,2021-10-04 15:00:01.840,2021-10-04 ,15:00:01.840,0,3165,1.314697,2389.6,118.84999
271,2021-10-04 15:00:03.570,2021-10-04 ,15:00:03.570,25,3019,0.28150007,2330.8203,109.167725
272,2021-10-04 15:00:03.572,2021-10-04 ,15:00:03.572,25,881,0.24023992,677.47656,30.95288
273,2021-10-05 15:35:51.828,2021-10-04 ,15:11:13.321,-2,7329,0.45695758,5595.961,267.5669

274,2021-10-06 14:30:04.864,2021-10-05 ,15:01:20.286,-2,8078,0.5941044,6054.373,298.40445
275,2021-10-06 15:00:01.672,2021-10-05 ,15:12:31.235,0,6577,1.1563954,4849.5,250.61998
276,2021-10-05 15:12:31.249,2021-10-05 ,15:12:31.249,0,4931,1.3095106,3726.7598,185.72998
277,2021-10-06 15:00:02.967,2021-10-05 ,15:12:35.792,25,6175,0.35913464,4740.577,217.89677

278,2021-10-06 15:00:02.980,2021-10-06 ,15:00:02.980,25,5773,0.34485823,4407.288,204.2642
279,2021-10-08 01:52:07.121,2021-10-06 ,22:17:04.240,-2,7325,0.59725505,5581.449,266.4045

280,2021-10-09 00:02:34.025,2021-10-07 ,15:00:01.073,-2,6078,0.63008034,4610.8735,224.63107
281,2021-10-07 15:00:01.792,2021-10-07 ,15:00:01.792,0,5557,1.2825395,4177.6196,202.87997
282,2021-10-08 15:37:52.487,2021-10-07 ,15:00:01.802,0,4902,1.179505,3625.17,188.4
283,2021-10-08 15:38:00.902,2021-10-07 ,15:00:03.387,25,5380,0.39627564,4160.894,191.25717

284,2021-10-09 15:35:08.408,2021-10-08 ,15:38:01.510,25,4942,0.43469715,3807.9473,176.14124

285,2021-10-09 13:20:42.409,2021-10-09 ,00:02:33.873,-2,4559,0.5215272,3470.6128,170.17793
286,2021-10-09 15:35:06.015,2021-10-09 ,15:35:06.015,0,3289,1.2086812,2442.54,125.03
287,2021-10-09 15:35:08.417,2021-10-09 ,15:35:08.417,25,3250,0.33520457,2514.0342,117.93805
288,2021-10-10 14:52:04.346,2021-10-09 ,20:52:03.089,-2,5257,0.52424645,3960.2136,190.72238

289,2021-10-10 15:08:49.039,2021-10-10 ,15:08:49.039,0,4011,1.190353,2973.02,149.98
290,2021-10-10 15:08:51.096,2021-10-10 ,15:08:51.096,25,3909,0.34613875,2990.6387,138.20154
291,2021-10-12 02:23:30.426,2021-10-10 ,22:08:22.961,-2,7097,0.718028,5404.437,254.4536

292,2021-10-11 15:07:16.354,2021-10-11 ,15:07:16.354,0,5888,1.2086991,4382.5996,216.37
293,2021-10-12 15:32:32.728,2021-10-11 ,15:07:18.412,25,5534,0.4853839,4281.086,195.53107
294,2021-10-12 13:43:14.984,2021-10-11 ,16:31:19.064,-2,10075,0.81959575,7567.317,369.36328

295,2021-10-12 15:32:30.343,2021-10-12 ,15:32:30.343,0,8691,1.1359556,6378.4097,333.77
296,2021-10-12 15:32:32.767,2021-10-12 ,15:32:32.767,25,8369,0.61008084,6369.244,295.26636
297,2021-10-14 00:32:41.458,2021-10-12 ,22:02:01.685,-2,7484,0.69141847,5605.661,280.76395

298,2021-10-13 16:08:49.312,2021-10-13 ,16:08:49.312,0,6270,1.1781024,4653.9,240.27
299,2021-10-14 15:18:26.052,2021-10-13 ,16:08:51.721,25,4990,0.38887414,3826.5215,176.74243

300,2021-10-14 14:16:38.591,2021-10-14 ,00:15:02.326,-2,4119,0.33270475,3124.4885,149.58514
301,2021-10-14 15:18:23.381,2021-10-14 ,15:18:23.381,0,2344,1.2094041,1738.55,89.09
302,2021-10-14 15:18:26.094,2021-10-14 ,15:18:26.094,25,3278,0.24686657,2518.039,115.1897
303,2021-10-15 13:04:36.708,2021-10-14 ,23:15:02.688,-2,3756,0.33171853,2860.8635,138.69284

304,2021-10-15 15:00:01.372,2021-10-15 ,15:00:01.372,0,2015,1.2113703,1494.98,77.23
305,2021-10-15 15:00:02.863,2021-10-15 ,15:00:02.863,25,3104,0.25603697,2396.5059,109.777336

306,2021-10-16 14:41:06.645,2021-10-16 ,00:15:31.133,-2,4146,0.33710992,3202.4229,146.6527
307,2021-10-16 15:00:02.192,2021-10-16 ,15:00:02.192,0,2085,1.3742362,1587.06,74.57999
308,2021-10-16 15:00:04.071,2021-10-16 ,15:00:04.071,25,3637,0.28744456,2828.4546,127.51888
309,2021-10-17 13:57:02.030,2021-10-16 ,15:29:02.538,-2,2166,0.23809744,1673.9045,76.642845

310,2021-10-17 15:33:35.488,2021-10-17 ,15:33:35.488,0,754,1.2946647,570.38,27.3
312,2021-10-20 00:18:53.706,2021-10-17 ,21:06:02.945,-2,3747,0.6840825,2844.7039,138.55577

313,2021-10-18 15:00:01.520,2021-10-18 ,15:00:01.520,0,2576,1.2531887,1925.6099,97.98999
314,2021-10-20 16:04:40.257,2021-10-18 ,15:00:03.165,25,3010,0.48188853,2313.065,107.03284

316,2021-10-19 15:00:01.270,2021-10-19 ,15:00:01.270,0,118,1.1486899,86.39,4.44

317,2021-10-20 12:42:02.553,2021-10-20 ,00:15:06.728,-2,3337,0.33362857,2549.669,120.26113
318,2021-10-20 16:04:37.426,2021-10-20 ,16:04:37.426,0,1820,1.2884327,1368.6,67.68
319,2021-10-20 16:04:40.517,2021-10-20 ,16:04:40.517,25,2901,0.27774835,2233.0967,102.29001
320,2021-10-21 14:00:04.991,2021-10-20 ,18:15:02.789,-2,5092,0.3350039,3910.6326,184.07382

321,2021-10-21 15:00:01.788,2021-10-21 ,15:00:01.788,0,2228,1.289388,1674.7401,82.619995
322,2021-10-21 15:00:02.990,2021-10-21 ,15:00:02.990,25,4550,0.28572378,3514.4023,161.12622
323,2021-10-22 12:06:03.100,2021-10-21 ,16:16:35.391,-2,3330,0.31498933,2535.114,121.49407

324,2021-10-22 15:00:02.144,2021-10-22 ,15:00:02.144,0,1614,1.2290559,1199.0201,62.16998
325,2021-10-22 15:00:03.376,2021-10-22 ,15:00:03.376,25,3026,0.27763802,2315.501,107.27258
326,2021-10-23 14:15:02.973,2021-10-22 ,22:30:02.033,-2,4343,0.2886911,3320.0852,160.23662

328,2021-10-23 15:00:02.486,2021-10-23 ,15:00:02.486,25,4078,0.27253792,3139.6367,145.8648
329,2021-10-24 13:15:33.014,2021-10-23 ,16:04:08.980,-2,5435,0.47708938,4147.6304,198.13815

330,2021-10-24 15:03:31.036,2021-10-24 ,15:03:31.036,0,3956,1.3010216,2977.32,147.23996
331,2021-10-24 15:03:34.886,2021-10-24 ,15:03:34.886,25,3206,0.31564078,2461.998,114.12793

332,2021-10-25 13:10:01.371,2021-10-25 ,00:15:32.560,-2,2322,1.0638547,1696.3191,89.758835
333,2021-10-25 16:28:02.302,2021-10-25 ,16:28:02.302,0,2313,1.1008127,1689.2,89.45
334,2021-10-25 16:28:05.543,2021-10-25 ,16:28:05.543,25,9,0.118652344,7.1191406,0.3088379

335,2021-10-26 13:15:02.459,2021-10-26 ,00:05:59.829,-2,2204,1.1523441,1644.7725,84.34914
336,2021-10-26 15:12:41.697,2021-10-26 ,15:12:41.697,0,2183,1.2462142,1629.21,83.59999
337,2021-10-26 15:12:44.181,2021-10-26 ,15:12:44.181,25,21,0.1296875,15.5625,0.7491455
338,2021-10-27 13:53:04.438,2021-10-26 ,21:49:03.266,-2,5854,0.32416323,4479.4644,213.81956

339,2021-10-27 15:00:01.765,2021-10-27 ,15:00:01.765,0,2882,1.1993525,2135.81,111.34999
340,2021-10-27 15:00:03.079,2021-10-27 ,15:00:03.079,25,5304,0.28373417,4085.7722,188.24031

341,2021-10-29 00:23:43.175,2021-10-28 ,00:21:02.427,-2,4721,0.27542627,3593.1133,172.21512
342,2021-10-28 15:00:01.377,2021-10-28 ,15:00:01.377,0,2021,1.1940035,1504.78,79.32
343,2021-10-29 15:33:59.400,2021-10-28 ,15:00:02.556,25,4189,0.23997796,3210.905,149.00288

344,2021-10-29 11:57:27.626,2021-10-29 ,00:22:43.454,-2,3783,0.3089985,2854.664,138.97932
345,2021-10-29 15:33:57.055,2021-10-29 ,15:33:57.055,0,1869,1.1402757,1371.5599,73.939995
346,2021-10-29 15:33:59.386,2021-10-29 ,15:33:59.386,25,3475,0.28255495,2644.7144,122.67117

347,2021-10-30 11:07:53.696,2021-10-30 ,00:12:52.013,-2,3941,0.31604984,3010.7942,140.08893
348,2021-10-30 18:04:42.807,2021-10-30 ,18:04:42.807,0,1867,1.1678315,1381.44,71.5
349,2021-10-30 18:04:48.772,2021-10-30 ,18:04:48.772,25,3520,0.27504554,2689.9453,124.03424
350,2021-10-31 08:17:46.892,2021-10-30 ,20:55:02.795,-2,1743,0.18963228,1346.6622,61.810474

351,2021-10-31 15:00:01.406,2021-10-31 ,15:00:01.406,0,235,1.2452648,176.13,8.45
352,2021-10-31 15:00:02.692,2021-10-31 ,15:00:02.692,25,1600,0.16946547,1240.4873,56.623413
353,2021-11-01 14:43:04.323,2021-10-31 ,23:35:03.203,-2,4347,0.7316918,3285.8477,162.71043

354,2021-11-01 15:12:10.499,2021-11-01 ,15:12:10.499,0,3795,1.2513044,2854.74,144.92
355,2021-11-01 15:12:12.781,2021-11-01 ,15:12:12.781,25,2122,0.3808926,1622.6025,74.59552
356,2021-11-02 14:52:01.869,2021-11-01 ,16:12:02.140,-2,3168,0.28347155,2417.8699,113.342545

357,2021-11-02 15:00:01.648,2021-11-02 ,15:00:01.648,0,1628,1.323046,1230.73,58.899998
358,2021-11-02 15:00:03.397,2021-11-02 ,15:00:03.397,25,2637,0.2262858,2022.9951,92.855286
359,2021-11-03 11:10:01.794,2021-11-02 ,22:02:02.839,-2,3346,0.27852926,2560.632,122.49481

360,2021-11-03 15:00:01.660,2021-11-03 ,15:00:01.660,0,1104,1.1782651,820.01,44.079994
361,2021-11-03 15:00:03.418,2021-11-03 ,15:00:03.418,25,3127,0.2596035,2398.7363,110.69849

362,2021-11-04 12:11:01.948,2021-11-04 ,00:17:28.274,-2,3835,0.35749635,2895.5789,140.2652
363,2021-11-05 11:09:01.822,2021-11-04 ,15:28:02.978,-2,3676,0.3120003,2789.022,132.44037
364,2021-11-04 15:30:29.477,2021-11-04 ,15:30:29.477,0,2024,1.1929796,1497.42,79.74999
365,2021-11-05 15:00:03.233,2021-11-04 ,15:30:31.650,25,3098,0.24803255,2366.2305,109.13196
366,2021-11-04 15:30:31.671,2021-11-04 ,15:30:31.671,25,3549,0.33485964,2692.2715,125.531555

367,2021-11-05 15:00:01.671,2021-11-05 ,15:00:01.671,0,1961,1.1831299,1449.4,75.009995
368,2021-11-06 11:40:02.346,2021-11-05 ,15:52:01.782,-2,5046,0.32121813,3839.9194,183.4192

369,2021-11-06 16:09:36.824,2021-11-06 ,16:09:36.824,0,2339,1.2177061,1736.91,89.85999
370,2021-11-06 16:09:38.659,2021-11-06 ,16:09:38.659,25,4334,0.26855373,3319.3242,153.69238
371,2021-11-08 00:09:13.455,2021-11-06 ,16:44:02.857,-2,3552,0.3122281,2723.8208,126.02855

372,2021-11-07 15:00:02.234,2021-11-07 ,15:00:02.234,0,1667,1.2554669,1244.74,62.27999
373,2021-11-08 16:04:44.237,2021-11-07 ,15:00:04.665,25,2891,0.2573606,2223.5957,101.659546
374,2021-11-08 13:42:04.721,2021-11-07 ,15:28:58.506,-2,2584,0.50169945,1967.2662,93.45753

376,2021-11-08 16:04:42.593,2021-11-08 ,16:04:42.593,0,2019,1.2905065,1518.02,74.97
377,2021-11-09 15:00:02.979,2021-11-08 ,16:04:44.225,25,3132,0.28028575,2404.8516,110.12036
378,2021-11-08 16:04:44.252,2021-11-08 ,16:04:44.252,25,2112,0.3312671,1629.834,74.02783

379,2021-11-09 15:00:01.434,2021-11-09 ,15:00:01.434,0,1696,1.2630749,1268.88,65.889984
380,2021-11-10 12:02:02.818,2021-11-09 ,15:28:02.951,-2,3895,0.37269104,2966.0186,144.76305

381,2021-11-10 15:00:01.611,2021-11-10 ,15:00:01.611,0,2260,1.2317662,1681.76,89.14
382,2021-11-10 15:00:03.092,2021-11-10 ,15:00:03.092,25,3622,0.3373982,2773.4133,128.89987
383,2021-11-11 13:12:46.595,2021-11-10 ,15:50:11.778,-2,2668,0.29003164,2042.3063,95.82764

384,2021-11-11 15:00:01.506,2021-11-11 ,15:00:01.506,0,1136,1.2619942,850.08,42.589996
385,2021-11-11 15:00:02.943,2021-11-11 ,15:00:02.943,25,2310,0.2397779,1783.9475,80.945145
386,2021-11-12 14:12:03.246,2021-11-11 ,15:49:53.569,-2,3216,0.45117638,2441.786,117.155914

387,2021-11-12 15:00:01.492,2021-11-12 ,15:00:01.492,0,2271,1.264938,1699.16,85.789986
388,2021-11-12 15:00:02.918,2021-11-12 ,15:00:02.918,25,2636,0.3146731,2020.2012,92.62184
389,2021-11-13 10:43:03.598,2021-11-12 ,17:08:21.035,-2,3978,0.27805716,3048.9658,146.65823

390,2021-11-13 15:00:01.643,2021-11-13 ,15:00:01.643,0,1967,1.2699034,1472.2599,76.849976
391,2021-11-13 15:00:03.040,2021-11-13 ,15:00:03.040,25,3721,0.2565777,2863.4072,131.95126
392,2021-11-14 13:46:02.862,2021-11-13 ,20:54:02.783,-2,3422,0.27889714,2609.7607,122.58407

393,2021-11-14 15:00:01.617,2021-11-14 ,15:00:01.617,0,1584,1.1785479,1167.9,60.639984
394,2021-11-14 15:00:05.942,2021-11-14 ,15:00:05.942,25,3114,0.24276946,2388.8516,110.03989
395,2021-11-15 14:03:03.698,2021-11-14 ,19:54:02.503,-2,3378,0.45775402,2549.4082,126.2129

396,2021-11-15 15:22:51.505,2021-11-15 ,15:22:51.505,0,2421,1.1540489,1786.32,92.14
397,2021-11-15 15:22:56.201,2021-11-15 ,15:22:56.201,25,2340,0.28322077,1801.2842,83.81207
398,2021-11-16 11:49:39.744,2021-11-15 ,23:51:42.596,-2,4384,0.33894747,3347.5203,159.46973

399,2021-11-16 15:00:03.791,2021-11-16 ,15:00:03.791,0,2249,1.3023473,1693.2101,86.1
400,2021-11-16 15:00:31.008,2021-11-16 ,15:00:31.008,25,4024,0.30590305,3083.503,141.31976
401,2021-11-18 00:19:57.018,2021-11-16 ,19:43:02.676,-2,3147,0.25551724,2417.8813,114.35624

402,2021-11-17 15:30:09.211,2021-11-17 ,15:30:09.211,0,1056,1.2583152,790.56,41.5
403,2021-11-18 15:00:03.203,2021-11-17 ,15:30:11.396,25,2946,0.23985611,2273.836,104.177734

404,2021-11-18 14:42:09.503,2021-11-18 ,00:19:56.738,-2,3705,0.3912382,2812.3264,134.23914
405,2021-11-18 15:00:01.638,2021-11-18 ,15:00:01.638,0,1433,1.2942346,1078.09,54.309998
406,2021-11-18 15:00:03.212,2021-11-18 ,15:00:03.212,25,3392,0.33423468,2586.9766,119.32532
407,2021-11-19 13:48:02.357,2021-11-18 ,15:33:02.082,-2,2921,0.26948425,2220.2324,106.538506

408,2021-11-19 15:00:02.943,2021-11-19 ,15:00:02.943,0,1365,1.2442333,1016.31995,53.139984
409,2021-11-19 15:00:04.634,2021-11-19 ,15:00:04.634,25,2682,0.24407937,2050.2666,94.44973
410,2021-11-20 14:29:06.722,2021-11-19 ,23:53:33.452,-2,3516,0.21884738,2719.0732,123.834206

411,2021-11-20 15:00:01.505,2021-11-20 ,15:00:01.505,0,350,1.2934748,266.25,13.2
412,2021-11-20 15:00:03.062,2021-11-20 ,15:00:03.062,25,3329,0.20390724,2581.4656,117.15519
413,2021-11-21 14:28:11.624,2021-11-20 ,17:27:03.531,-2,2632,0.26356128,1999.8059,95.63694

414,2021-11-21 15:00:01.488,2021-11-21 ,15:00:01.488,0,1106,1.1518211,811.84,42.92
415,2021-11-21 15:00:03.317,2021-11-21 ,15:00:03.317,25,2515,0.25197515,1920.0505,88.99176
416,2021-11-22 13:39:49.761,2021-11-21 ,22:32:01.401,-2,3230,0.5432891,2469.9243,115.38235

417,2021-11-22 15:00:01.553,2021-11-22 ,15:00:01.553,0,2581,1.3481761,1956.53,93.299995
418,2021-11-22 15:00:03.141,2021-11-22 ,15:00:03.141,25,2431,0.3483551,1881.1177,85.6073

420,2021-11-23 15:00:02.307,2021-11-23 ,15:00:02.307,0,2578,1.1907495,1910.71,98.15
421,2021-11-25 07:20:04.218,2021-11-23 ,23:48:04.933,-2,3880,0.25018907,2994.0964,138.53877

422,2021-11-24 15:00:29.732,2021-11-24 ,15:00:29.732,0,917,1.2964624,690.23,32.89
423,2021-11-25 15:46:08.335,2021-11-24 ,15:02:47.088,25,3367,0.2122921,2611.1929,119.971954

424,2021-11-25 14:49:02.040,2021-11-25 ,00:14:42.553,-2,3655,0.256879,2818.9155,131.07576
425,2021-11-25 15:46:03.868,2021-11-25 ,15:46:03.868,0,1130,1.2872608,848.98,44.11
426,2021-11-25 15:46:08.320,2021-11-25 ,15:46:08.320,25,3545,0.24444124,2742.6309,124.532684
427,2021-11-26 12:40:01.745,2021-11-25 ,19:18:01.768,-2,3797,0.3112551,2900.2073,138.21106

428,2021-11-26 15:00:02.049,2021-11-26 ,15:00:02.049,0,1818,1.2797619,1364.3501,70.77999
429,2021-11-26 15:00:03.459,2021-11-26 ,15:00:03.459,25,3599,0.29078478,2756.6396,126.49158

430,2021-11-27 13:52:24.266,2021-11-27 ,00:09:02.594,-2,4245,0.35499847,3222.7874,156.05182
431,2021-11-27 15:17:36.801,2021-11-27 ,15:17:36.801,0,2448,1.1770777,1805.52,95.49
432,2021-11-27 15:17:39.146,2021-11-27 ,15:17:39.146,25,3806,0.3153225,2913.58,134.64868

433,2021-11-28 12:16:04.490,2021-11-28 ,00:24:01.735,-2,4254,0.36905453,3265.8306,158.61455
434,2021-11-28 15:00:01.284,2021-11-28 ,15:00:01.284,0,2281,1.2653624,1709.27,89.32
435,2021-11-28 15:00:02.779,2021-11-28 ,15:00:02.779,25,3929,0.3309732,3038.334,139.60419
436,2021-11-29 05:46:30.651,2021-11-28 ,15:40:02.765,-2,2220,0.6274597,1708.8049,79.27301

