Date,Step Count,Speed (m/s),Distance,Greater than 10K steps
2021-11-10 ,5924,0.34,4612.89,No
2021-11-11 ,6052,0.33,4716.46,No
2021-11-12 ,5848,0.31,4565.52,No
2021-11-13 ,2200,0.66,1685.12,No
2021-11-14 ,1322,0.29,1022.73,No
2021-11-15 ,4438,0.35,3460.27,No
2021-11-16 ,2452,1.23,1840.07,No
2021-11-17 ,6160,0.38,4825.58,No
2021-11-18 ,5827,0.35,4580.98,No
2021-11-19 ,6076,0.35,4707.37,No
2021-11-20 ,3756,0.68,2870.92,No
2021-11-21 ,5684,0.78,4389.05,No
2021-11-22 ,1327,1.16,992.17,No
2021-11-23 ,3134,0.37,2435.17,No
2021-11-24 ,6270,0.31,4880.39,No
2021-11-25 ,7020,0.4,5438.19,No
2021-11-26 ,2737,0.57,2095.59,No
2021-11-27 ,1787,1.27,1346.14,No
2021-11-28 ,188,1.0,139.66,No
