com.samsung.shealth.tracker.pedometer_day_summary,1144003,5
day_time,speed,update_time,pkg_name,source_info,source_package_name,walk_step_count,binning_data,active_time,achievement,healthy_step,calorie,recommendation,datauuid,deviceuuid,distance,create_time,run_step_count,step_count
1638230400000,0.321829,2021. 12. 04. 오전 10:12:32,com.sec.android.app.shealth,,com.sec.android.app.shealth,1812,9ac20dc9-84a8-4fec-aa89-7b5f880204f0.binning_data,4885351,9ac20dc9-84a8-4fec-aa89-7b5f880204f0.achievement,0,75.044647,6000,9ac20dc9-84a8-4fec-aa89-7b5f880204f0,VfS0qUERdZ,1572.247681,2021. 12. 04. 오전 10:12:22,145,1957,
1638316800000,0.356799,2021. 12. 04. 오전 10:12:32,com.sec.android.app.shealth,,com.sec.android.app.shealth,2266,23d38546-9bd8-462a-acb2-34cebb09aded.binning_data,4676304,23d38546-9bd8-462a-acb2-34cebb09aded.achievement,0,79.372292,6000,23d38546-9bd8-462a-acb2-34cebb09aded,VfS0qUERdZ,1668.501587,2021. 12. 04. 오전 10:12:22,28,2294,
1638403200000,0.950450,2021. 12. 04. 오전 10:12:32,com.sec.android.app.shealth,,com.sec.android.app.shealth,20005,085360bf-4b58-4d7c-bfa2-72f1299137c7.binning_data,15796405,085360bf-4b58-4d7c-bfa2-72f1299137c7.achievement,0,711.185486,6000,085360bf-4b58-4d7c-bfa2-72f1299137c7,VfS0qUERdZ,15013.687500,2021. 12. 04. 오전 10:12:23,24,20029,
1638489600000,0.592973,2021. 12. 04. 오전 10:12:33,com.sec.android.app.shealth,,com.sec.android.app.shealth,6655,d24d4205-80f1-4cc2-b65b-47793b2d4268.binning_data,9072494,d24d4205-80f1-4cc2-b65b-47793b2d4268.achievement,0,250.216797,6000,d24d4205-80f1-4cc2-b65b-47793b2d4268,VfS0qUERdZ,5379.747070,2021. 12. 04. 오전 10:12:23,286,6941,
1638576000000,0.801855,2021. 12. 04. 오전 10:12:31,com.sec.android.app.shealth,,com.sec.android.app.shealth,176,94d483e3-a2c3-499d-8967-270bf9f960a5.binning_data,0,94d483e3-a2c3-499d-8967-270bf9f960a5.achievement,0,6.164429,6000,94d483e3-a2c3-499d-8967-270bf9f960a5,jj7jIQhOji,135.992188,2021. 12. 04. 오전 10:12:31,0,176,
1638230400000,2.561556,2021. 12. 04. 오전 10:14:43,com.sec.android.app.shealth,,com.sec.android.app.shealth,1797,ab71ca12-68a4-42fd-b991-9a56fa52dd0d.binning_data,0,ab71ca12-68a4-42fd-b991-9a56fa52dd0d.achievement,0,74.262695,6000,ab71ca12-68a4-42fd-b991-9a56fa52dd0d,jj7jIQhOji,1562.637695,2021. 12. 04. 오전 10:14:43,145,1942,
1638316800000,1.269645,2021. 12. 04. 오전 10:14:43,com.sec.android.app.shealth,,com.sec.android.app.shealth,1938,916af071-39d0-4919-ae04-c6ddd715d616.binning_data,0,916af071-39d0-4919-ae04-c6ddd715d616.achievement,0,69.174316,6000,916af071-39d0-4919-ae04-c6ddd715d616,jj7jIQhOji,1536.062500,2021. 12. 04. 오전 10:14:43,28,1966,
1638403200000,1.549186,2021. 12. 04. 오전 10:14:43,com.sec.android.app.shealth,,com.sec.android.app.shealth,11096,50cc69db-7101-4f9a-b25a-dccc7a8977a0.binning_data,0,50cc69db-7101-4f9a-b25a-dccc7a8977a0.achievement,0,390.337036,6000,50cc69db-7101-4f9a-b25a-dccc7a8977a0,jj7jIQhOji,8617.378906,2021. 12. 04. 오전 10:14:43,24,11120,
1638489600000,1.752376,2021. 12. 04. 오전 10:14:43,com.sec.android.app.shealth,,com.sec.android.app.shealth,6022,8d57eac9-bcc0-49ad-92a3-6ee1eb59c3c9.binning_data,0,8d57eac9-bcc0-49ad-92a3-6ee1eb59c3c9.achievement,0,230.590576,6000,8d57eac9-bcc0-49ad-92a3-6ee1eb59c3c9,jj7jIQhOji,5014.419922,2021. 12. 04. 오전 10:14:43,286,6308,

