com.samsung.health.food_info,6196009,6
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
591.7,260.0,25.8,,182.4,"446.0 kcal, 264 g당",,samsungosp-015010,264,615.0,3.94,4.723,2021-07-08 06:14:02.297,2021-07-08 06:14:02.297,1.0,21.889,1.66,2.444,오징어덮밥,0.0,,46.29,446.0,인분,,QyB8D3zs1J,g,0.5,0.0,com.sec.android.app.shealth,77.8,0.59179556,f218c6b0-2a3a-4ae2-a730-0a5379335d2f,1,
98.0,1.7777778,12.777778,0.0,0.0,"60 kcal, 189g당",,fatsecret-5078754,38,232.0,0.8,0.1,2021-11-30 04:27:27.258,2021-07-09 12:16:15.699,0.019,0.56,0.045,2.0555556,열무김치,1.06,,1.5384616,12.0,인분 (38 g),,QyB8D3zs1J,g,0.02,,com.sec.android.app.shealth,2.61,3.1578948,41994c1f-daae-43fe-8b9a-06393cf8bc3c,1,
256.0,1.0,0.0,,0.0,"353 kcal, 100 g당",,samsungosp-012011,100,4.0,3.09,0.64,2021-07-08 05:57:52.109,2021-07-08 05:57:52.109,0.01,7.8,0.06,2.0,잡곡밥,0.0,,16.0,352.8,인분,,QyB8D3zs1J,g,0.03,0.0,com.sec.android.app.shealth,76.6,0.28344673,b7316fc0-7971-4503-b4b0-8d898ffa0ecf,1,
,0.0,0.0,0.0,0.0,"24 kcal, 100ml당",,fatsecret-1685106,100,15.0,,0.0,2021-07-12 04:36:39.388,2021-07-08 15:07:34.364,,0.0,,0.0,비타파워(롯데),6.0,,0.0,24.0,인분,,QyB8D3zs1J,ml,0.0,0.0,com.sec.android.app.shealth,6.0,,5f695281-b1ac-44e3-a50b-af90811f10cb,1,
,0.0,0.0,0.0,31.0,"110 kcal, 1인분 (350g)당",,fatsecret-29849163,350,1860.0,,6.0,2021-07-09 12:12:34.446,2021-07-09 12:12:34.446,,8.0,,0.0,소고기육개장(노브랜드),3.0,,0.0,110.0,인분,,QyB8D3zs1J,g,1.6,0.0,com.sec.android.app.shealth,6.0,3.1818182,2d01348a-6c3b-4399-826a-9505e3b3bb62,1,
72.0,18.0,0.0,,7.0,"43 kcal, 115 g당",,samsungosp-203017,115,5.0,0.0,1.935,2021-07-08 05:57:52.137,2021-07-08 05:57:52.137,0.0,0.37,0.0,0.0,"커피,설탕,프림",0.0,,12.0,42.8,인분,,QyB8D3zs1J,g,0.0,0.0,com.sec.android.app.shealth,5.8,2.6869159,991b8262-d477-487e-aac1-ead7edac3f34,1,
182.0,3.4444444,7.5555553,0.0,0.0,"68 kcal, 161g당",,fatsecret-9738217,60,451.0,1.5,1.28,2021-11-30 04:27:27.294,2021-07-10 06:41:33.484,0.42,0.72,0.557,1.9444444,단무지무침,1.32,,1.6153846,25.0,소접시,,QyB8D3zs1J,g,0.208,,com.sec.android.app.shealth,3.3,2.4,225f0a46-276d-42ab-82a0-11fc0bf5d722,1,
29.0,0.0,0.0,0.0,0.0,"293 kcal, 100g당",,fatsecret-38821,22,130.0,0.6,0.88,2021-07-08 12:22:25.527,2021-07-08 12:22:05.385,0.175,1.98,0.46,4.0,식빵 토스트,1.04,,2.0,64.0,조각,,QyB8D3zs1J,g,0.127,,com.sec.android.app.shealth,11.97,0.3409091,7754f22a-7068-4f56-ae7e-ab6567edf611,1,
,0.0,0.0,0.0,0.0,"85 kcal, 1캔 (190ml)당",,fatsecret-12223208,190,5.0,,0.0,2021-08-09 13:05:06.498,2021-07-10 12:05:34.905,,0.0,,0.0,사이다 (190ml)(칠성),20.0,,0.0,85.0,인분,,QyB8D3zs1J,ml,0.0,0.0,com.sec.android.app.shealth,21.0,,6489df46-6db8-4187-8bd3-cc7ae73193fd,1,
67.0,9.777778,0.0,0.0,210.0,"102 kcal, 53g당",,fatsecret-3096,46,238.0,0.0,6.76,2021-12-01 05:50:34.447,2021-07-09 06:15:58.876,2.754,6.24,1.214,5.0555553,계란후라이,0.38,,2.0,89.0,개 대형,,QyB8D3zs1J,g,1.88,,com.sec.android.app.shealth,0.43,0.5135135,a2eb1c62-6c20-4a81-b265-35429a8f4400,1,
116.0,0.0,0.0,0.0,0.0,"466 kcal, 326g당",,fatsecret-5255510,210,5.0,0.8,1.0,2021-12-02 11:25:46.650,2021-07-12 14:08:28.772,0.344,5.71,0.325,5.0555553,밥,0.0,,1.2307693,300.0,공기,,QyB8D3zs1J,g,0.224,,com.sec.android.app.shealth,65.15,0.7,d52e2c7b-0668-44dc-ad49-0bda9e6b2d50,1,
,0.0,0.0,0.0,0.0,"5 kcal, 1잔 (200ml)당",,fatsecret-6598540,200,60.0,,0.0,2021-07-10 14:51:00.679,2021-07-09 12:18:03.798,,0.0,,0.0,블랙커피(UCC),0.0,,0.0,5.0,인분,,QyB8D3zs1J,ml,0.0,0.0,com.sec.android.app.shealth,0.7,,21de181e-a8c6-404c-b3e8-801e00fd893b,1,
,0.0,0.0,0.0,0.0,"45 kcal, 100ml당",,fatsecret-10004280,100,6.0,,0.0,2021-07-14 09:48:01.251,2021-07-14 09:48:01.251,,0.0,,0.0,콜라(코카콜라),10.9,,0.0,45.0,인분,,QyB8D3zs1J,ml,0.0,0.0,com.sec.android.app.shealth,11.0,,176776e9-428e-4d74-865c-83f48ee34b33,1,
,0.0,0.0,0.0,45.0,"215 kcal, 1봉지 (350g)당",,fatsecret-11203082,350,2150.0,,12.0,2021-07-10 12:05:34.902,2021-07-10 12:05:34.902,,13.0,,0.0,묵은지김치찌개(아워홈),7.0,,0.0,215.0,인분,,QyB8D3zs1J,g,0.7,0.5,com.sec.android.app.shealth,14.0,1.6279069,70905e67-fbcc-4c67-b01e-8e24547dc1f2,1,
,0.0,0.0,0.0,10.0,"155 kcal, 1인분 (280g)당",,fatsecret-25326060,280,570.0,,1.7,2021-07-11 12:58:26.049,2021-07-11 12:58:26.049,,7.0,,0.0,누룽지 닭백숙죽(비비고),1.0,,0.0,155.0,인분,,QyB8D3zs1J,g,0.0,0.0,com.sec.android.app.shealth,28.0,1.8064516,4129a354-45af-431f-baef-aa4dcd7b41ff,1,
336.0,9.555555,23.11111,0.0,18.0,"386 kcal, 601g당",,fatsecret-5049364,200,477.0,1.4,8.09,2021-12-01 14:06:00.610,2021-07-13 12:16:37.423,3.167,8.17,2.156,7.3333335,돼지고기김치찌개,1.78,,5.3076925,128.0,인분 (200 g),,QyB8D3zs1J,g,2.115,,com.sec.android.app.shealth,6.38,1.5555556,303aca07-9c20-4bb3-8bf8-54d14cb90971,1,
386.0,0.0,16.0,0.0,364.0,"1429 kcal, 904g당",,fatsecret-5072160,170,1259.0,0.6,8.52,2021-07-15 14:48:50.651,2021-07-15 14:48:50.651,2.586,18.97,1.431,115.0,순대,0.13,,3.0,269.0,인분 (170 g),,QyB8D3zs1J,g,2.969,0.0,com.sec.android.app.shealth,27.51,0.63316584,3c2bdc94-dcfb-402b-9ac1-1b4df4450578,1,
,0.0,0.0,0.0,0.0,"432 kcal, 1인분 (455g)당",,fatsecret-38958060,455,1741.0,,2.0,2021-07-30 13:05:12.491,2021-07-16 14:30:48.202,,12.0,,0.0,동치미 물냉면(종가집),10.0,,0.0,432.0,인분,,QyB8D3zs1J,g,0.5,0.0,com.sec.android.app.shealth,91.0,1.0532408,cf36fb5e-d8ff-4776-8338-3f8afd56d76c,1,
8.0,0.0,0.0,0.0,10.0,"139 kcal, 101g당",,fatsecret-2180,5,29.0,0.0,0.11,2021-07-18 13:58:09.858,2021-07-18 13:58:09.858,0.017,1.33,0.044,1.0,찐 또는 삶은 새우,0.0,,0.0,7.0,마리 중간크기 (껍질있는),,QyB8D3zs1J,g,0.021,,com.sec.android.app.shealth,0.06,0.71794873,1a9bcf9b-d289-41c9-8f24-f80f1e737d8e,1,
212.0,19.0,3.0,5.0,494.0,"182 kcal, 129g당",,fatsecret-5090439,150,392.0,0.8,15.16,2021-07-17 05:50:58.356,2021-07-17 05:50:58.356,6.526,15.08,2.653,15.0,계란찜,1.42,,6.0,212.0,인분 (150 g),,QyB8D3zs1J,g,3.882,,com.sec.android.app.shealth,3.11,0.70652175,8c19dae7-0bae-43d5-b564-f371d9bf0b9b,1,
394.0,0.0,0.0,0.0,0.0,"77 kcal, 200g당",,fatsecret-6800916,100,10.0,2.4,0.42,2021-07-19 05:40:04.129,2021-07-19 05:40:04.129,0.008,3.02,0.1,7.0,표고버섯,0.66,,0.0,38.0,g,,QyB8D3zs1J,g,0.032,,com.sec.android.app.shealth,6.7,2.5,80702a4e-809d-442e-89c9-604e5759a61a,100,
,0.0,0.0,0.0,10.0,"150 kcal, 1개 (200g)당",,fatsecret-8075251,200,100.0,,4.5,2021-07-18 13:58:09.860,2021-07-18 13:58:09.860,,4.0,,0.0,참맛 초코우유(빙그레),22.0,,0.0,150.0,인분,,QyB8D3zs1J,g,3.0,0.0,com.sec.android.app.shealth,23.0,1.3333334,64a9fad6-ccb0-43ae-8781-ed57aaf2a3e6,1,
,0.0,0.0,0.0,30.0,"440 kcal, 1인분 (200g)당",,fatsecret-23763805,200,960.0,,15.0,2021-07-20 04:14:33.226,2021-07-20 04:14:33.226,,12.0,,0.0,닭갈비볶음밥(비비고),15.0,,0.0,440.0,인분,,QyB8D3zs1J,g,6.0,0.5,com.sec.android.app.shealth,64.0,0.45454547,861236e9-ab98-45a3-b70d-60d75856017d,1,
70.0,1.0,0.0,0.0,26.0,"824 kcal, 315g당",,fatsecret-13511854,40,343.0,0.0,8.77,2021-08-19 23:29:35.869,2021-07-20 13:44:04.064,3.999,5.12,0.999,3.0,소세지,0.43,,1.0,105.0,개,,QyB8D3zs1J,g,3.053,0.044,com.sec.android.app.shealth,0.97,0.3809524,74bcff46-a760-4c7e-8ffa-45586ec918ef,1,
329.0,13.0,12.0,0.0,268.0,"489 kcal, 555g당",,fatsecret-9623624,500,1331.0,3.6,11.44,2021-07-22 08:51:24.955,2021-07-22 08:51:24.955,3.898,22.1,2.614,31.0,멸치국수,1.93,,9.0,441.0,인분 (500 g),,QyB8D3zs1J,g,2.778,0.045,com.sec.android.app.shealth,61.71,1.1337868,5819dd7d-792f-4820-bac9-9be51a7b7ba4,1,
457.0,20.0,40.0,0.0,0.0,"80 kcal, 136g당",,fatsecret-9745315,80,253.0,1.4,2.28,2021-07-21 14:15:12.772,2021-07-21 14:15:12.772,0.794,3.24,0.966,13.0,깻잎나물,0.6,,7.0,47.0,인분 (80 g),,QyB8D3zs1J,g,0.337,,com.sec.android.app.shealth,5.86,1.7021277,f1e01775-cb87-4db7-a2f1-ac69abebb82e,1,
420.0,386.0,14.0,,79.0,"445 kcal, 191 g당",,samsungosp-016001,190,662.0,3.31,12.765,2021-07-08 05:57:52.129,2021-07-08 05:57:52.129,2.93,10.656,4.41,3.0,김밥,0.0,,42.0,444.8,인분,,QyB8D3zs1J,g,1.61,0.0,com.sec.android.app.shealth,71.2,0.4271583,21c70ab5-7bec-44fc-b0af-5c1616739299,1,
373.0,24.0,28.0,0.0,53.0,"649 kcal, 715g당",,fatsecret-5048526,300,245.0,6.2,3.46,2021-07-25 05:22:53.442,2021-07-24 05:28:55.715,1.147,7.39,1.121,16.0,보리비빔밥,3.39,,6.0,272.0,인분 (300 g),,QyB8D3zs1J,g,0.762,0.0,com.sec.android.app.shealth,54.03,1.1015228,5653a8d9-5172-4bbf-803b-be6428d700b4,1,
387.4,152.0,15.8,,150.7,"386.0 kcal, 204 g당",,samsungosp-015016,204,303.1,2.06,1.283,2021-07-23 04:14:53.849,2021-07-23 04:14:53.849,0.02,20.042,0.12,2.823,해물덮밥,0.0,,48.31,387.0,인분,,QyB8D3zs1J,g,0.07,0.0,com.sec.android.app.shealth,70.6,0.52781373,2e2e78d8-3f5b-465d-b6a9-5b540780fc72,1,
29.0,0.0,1.4,,0.0,"2.0 kcal, 20 g당",,samsungosp-171003,20,223.8,0.46,0.02,2021-07-08 06:14:02.301,2021-07-08 06:14:02.301,0.0,0.1,0.0,0.08,단무지,0.0,,4.8,2.0,인분,,QyB8D3zs1J,g,0.0,0.0,com.sec.android.app.shealth,0.7,8.333333,855001bd-a628-4b23-b0a5-7801b772cd76,1,
,0.0,0.0,0.0,0.0,"50 kcal, 100ml당",,fatsecret-1299988,100,30.0,,0.0,2021-07-25 05:22:53.472,2021-07-25 05:22:53.472,0.0,0.0,0.0,0.0,비타500(광동),11.0,,0.0,50.0,인분,,QyB8D3zs1J,ml,0.0,0.0,com.sec.android.app.shealth,12.0,,a45ef65d-d474-4bb3-8ba2-ae503b51c5d8,1,
292.0,6.0,17.0,0.0,0.0,"18 kcal, 100g당",,fatsecret-6138,123,6.0,1.5,0.25,2021-07-26 11:15:05.820,2021-07-26 11:15:05.820,0.063,1.08,0.166,2.0,토마토,3.23,,1.0,22.0,중간크기 통째 (지름 6.5 cm),,QyB8D3zs1J,g,0.057,,com.sec.android.app.shealth,4.82,5.6875,bd39c127-f7cd-4590-b9a7-ae2000508331,1,
,0.0,0.0,0.0,0.0,"215 kcal, 1봉 (200g)당",,fatsecret-8914381,200,1170.0,,10.0,2021-07-29 08:02:23.801,2021-07-29 08:02:23.801,,4.0,,0.0,3분 짜장(오뚜기),10.0,,0.0,215.0,인분,,QyB8D3zs1J,g,3.9,,com.sec.android.app.shealth,27.0,0.9302326,e367b216-9791-4dfe-839e-f4b4a3d4fecc,1,
1055.0,32.22222,55.11111,0.0,128.0,"1391 kcal, 730g당",,fatsecret-5085251,300,832.0,4.8,33.08,2021-11-29 08:55:59.433,2021-07-09 06:10:21.137,13.746,39.64,6.233,20.055555,제육볶음,20.94,,5.5384617,572.0,인분 (300 g),,QyB8D3zs1J,g,9.991,,com.sec.android.app.shealth,31.12,0.5248619,d1dfe09e-1372-49b7-9a10-fb3f63e3379c,1,
449.0,6.0,15.0,0.0,47.0,"2832 kcal, 3169g당",,fatsecret-5317035,200,479.0,1.3,10.04,2021-07-28 06:50:16.358,2021-07-28 06:50:16.358,4.711,17.59,2.446,7.0,메기매운탕,1.32,,3.0,179.0,인분 (200 g),,QyB8D3zs1J,g,2.028,,com.sec.android.app.shealth,4.18,1.1173184,6bfa00c5-69a0-49a5-8daf-9e170f0167eb,1,
164.0,0.0,0.0,0.0,0.0,"356 kcal, 100g당",,fatsecret-39784,100,1840.0,4.3,0.81,2021-08-08 05:29:12.678,2021-07-31 06:14:42.276,0.095,11.35,0.33,7.0,소면,,,2.0,356.0,g,,QyB8D3zs1J,g,0.115,,com.sec.android.app.shealth,74.1,0.28078818,eeec2aa8-a1fb-40bf-8245-026a4b81f36b,100,
341.0,16.0,5.0,0.0,0.0,"1640 kcal, 862g당",,fatsecret-5197037,150,808.0,3.4,10.16,2021-07-31 05:25:17.708,2021-07-31 05:25:17.708,3.475,7.59,4.626,21.0,잡채,3.03,,23.0,285.0,인분 (150 g),,QyB8D3zs1J,g,1.437,0.0,com.sec.android.app.shealth,43.23,0.5263158,28652b23-ca53-4052-9ef7-b8f963c36933,1,
890.0,57.0,23.0,0.0,64.0,"336 kcal, 210g당",,fatsecret-9736755,200,423.0,8.8,20.05,2021-07-24 11:30:11.591,2021-07-09 12:16:15.699,7.597,21.91,4.137,23.0,돼지고기볶음,3.85,,6.0,320.0,인분 (200 g),,QyB8D3zs1J,g,6.051,,com.sec.android.app.shealth,19.8,0.625,d3b1cbe8-deb6-4660-9979-ae1282c1ec62,1,
154.0,2.1111112,4.6666665,0.0,25.0,"1693 kcal, 1354g당",,fatsecret-9171921,100,405.0,0.9,9.84,2021-08-03 03:49:44.470,2021-08-03 03:49:44.470,4.196,6.48,1.725,4.0555553,소세지볶음,0.74,,1.2307693,125.0,g,,QyB8D3zs1J,g,2.912,0.069,com.sec.android.app.shealth,2.64,0.79646015,d204a414-0e87-4e27-bc13-cc3e2f7a8144,100,
,0.0,0.0,0.0,30.0,"185 kcal, 1회 (200g)당",,fatsecret-9222962,200,500.0,,11.0,2021-08-07 07:25:37.712,2021-08-01 05:53:07.842,,6.0,,0.0,양송이 스프 (200g)(오뚜기),5.0,,0.0,185.0,인분,,QyB8D3zs1J,g,7.0,0.5,com.sec.android.app.shealth,15.0,1.081081,40674252-7fb0-4544-859c-d7627825cc65,1,
120.0,4.0,5.0,0.0,0.0,"74 kcal, 453g당",,fatsecret-5133481,250,672.0,2.0,1.54,2021-07-15 14:47:04.154,2021-07-10 06:41:33.488,0.509,2.17,0.657,6.0,콩나물국,1.74,,3.0,41.0,인분 (250 g),,QyB8D3zs1J,g,0.24,,com.sec.android.app.shealth,5.87,6.081081,649eea9f-52b5-4030-8ed7-f0bc62c1c079,1,
,0.0,0.0,0.0,,"308 kcal, 100g당",,fatsecret-13578313,100,292.0,,18.0,2021-08-06 15:20:18.044,2021-08-06 15:20:18.044,,23.0,,0.0,후라이드치킨(호식이두마리치킨),0.0,,0.0,308.0,인분,,QyB8D3zs1J,g,3.2,0.0,com.sec.android.app.shealth,13.0,0.32467532,4ab6b9cc-5dec-438a-84f3-c7926e783859,1,
196.0,13.666667,35.11111,0.0,0.0,"169 kcal, 300g당",,fatsecret-5546754,65,525.0,0.4,1.24,2021-08-05 12:51:20.349,2021-08-05 12:51:20.349,0.443,2.89,0.517,5.3333335,미역냉국,1.77,,2.9230769,37.0,대접,,QyB8D3zs1J,g,0.185,0.0,com.sec.android.app.shealth,4.83,1.7567568,bb926c7d-61db-4738-ae3b-f676f6093499,1,
,0.0,0.0,0.0,,"92 kcal, 1컵 (200ml)당",,fatsecret-6163178,200,12.0,,0.0,2021-08-18 05:20:01.591,2021-08-07 14:39:18.955,,0.0,,0.0,콜라 (200ml)(코카콜라),22.0,,0.0,92.0,인분,,QyB8D3zs1J,ml,,,com.sec.android.app.shealth,23.0,,c3a5ff86-5904-47d7-8d34-d6eaa6d2d035,1,
112.0,0.0,16.0,0.0,0.0,"57 kcal, 100g당",,fatsecret-35761,145,1.0,3.5,0.48,2021-07-13 04:13:26.340,2021-07-10 14:50:54.230,0.068,1.07,0.212,2.0,블루베리,14.44,,1.0,83.0,컵,,QyB8D3zs1J,g,0.041,,com.sec.android.app.shealth,21.01,1.7469879,63e312be-1b4c-40d0-928d-1377624fbdef,1,
126.0,6.2222223,0.6666667,0.0,0.0,"275 kcal, 706g당",,fatsecret-7578901,100,330.0,1.2,1.23,2021-08-11 00:15:08.440,2021-08-11 00:15:08.440,0.601,2.53,0.354,3.0000002,콩국물,0.8,,0.84615386,39.0,g,,QyB8D3zs1J,g,0.185,,com.sec.android.app.shealth,4.45,2.580645,10439024-3fbb-48de-a6b7-cf93def7532e,100,
,0.0,0.0,0.0,,"485 kcal, 1줄 (300g)당",,fatsecret-3075525,300,,,15.3,2021-08-19 13:44:00.872,2021-08-12 13:11:38.954,,12.2,,0.0,김밥(김밥천국),,,0.0,485.0,인분,,QyB8D3zs1J,g,,,com.sec.android.app.shealth,73.5,0.6185567,79e4b918-74d9-4bd7-b909-ceb9b6bd57cf,1,
755.0,26.0,46.0,10.0,222.0,"3842 kcal, 2515g당",,fatsecret-5132894,500,1599.0,3.2,12.0,2021-07-13 03:05:22.177,2021-07-13 03:05:22.177,5.361,28.79,3.751,46.0,짬뽕,3.24,,13.0,764.0,인분 (500 g),,QyB8D3zs1J,g,1.489,0.0,com.sec.android.app.shealth,133.56,0.65445024,9710a50a-2ff4-487c-99aa-9790a4eb8520,1,
,0.0,0.0,0.0,,"35 kcal, 2개 (8g)당",,fatsecret-6897543,8,,,0.8,2021-08-16 05:08:52.792,2021-08-16 05:04:35.273,,0.0,,0.0,커피사탕(코피코),5.4,,0.0,35.0,인분,,QyB8D3zs1J,g,,,com.sec.android.app.shealth,6.9,0.22857143,496cdf41-b75a-41de-a19f-d5b1d7d7fb06,1,
560.0,9.888889,50.77778,0.0,26.0,"819 kcal, 917g당",,fatsecret-5323740,500,507.0,5.6,3.94,2021-11-30 04:26:27.712,2021-08-19 04:39:15.807,0.717,20.78,1.145,36.88889,잔치국수,2.67,,10.384615,447.0,인분 (500 g),,QyB8D3zs1J,g,1.017,,com.sec.android.app.shealth,83.16,1.120163,07cae91f-de5e-4e69-bf99-ef46cf2ce8b5,1,
604.0,135.0,27.555555,0.0,0.0,"130 kcal, 102g당",,fatsecret-7631288,151,46.0,4.9,0.22,2021-10-21 01:57:28.453,2021-10-21 01:57:28.453,0.003,2.6,0.132,5.2777777,찐고구마,10.67,,4.3846154,193.0,개 중형,,QyB8D3zs1J,g,0.07,,com.sec.android.app.shealth,45.85,0.7809524,24ef680c-7a36-44a6-b89f-e67929a7cbb1,1,
,0.0,0.0,0.0,35.0,"110 kcal, 1캔 (85g)당",,fatsecret-3766412,85,600.0,,3.9,2021-07-14 14:40:08.173,2021-07-14 14:40:08.173,,9.0,,0.0,고추참치(동원),7.0,,0.0,110.0,인분,,QyB8D3zs1J,g,0.8,0.0,com.sec.android.app.shealth,10.0,0.77272725,bcb6780a-bc95-400c-a189-627a5cc07c90,1,
,0.0,0.0,0.0,,"145 kcal, 1회 (150ml)당",,fatsecret-2995513,150,,,3.5,2021-11-30 11:36:21.583,2021-11-28 12:31:25.209,,5.0,,0.0,불가리스(남양),,,0.0,145.0,인분,,QyB8D3zs1J,ml,,,com.sec.android.app.shealth,25.0,,7a6ec862-cf4f-4934-bc24-0a6314de4c28,1,
397.0,3.0,2.1111112,0.0,85.0,"1029 kcal, 944g당",,fatsecret-450773,113,392.0,0.0,1.33,2021-08-17 06:42:04.035,2021-07-17 05:49:43.046,0.235,25.53,0.543,2.2222223,생선 구이,0.09,,1.2307693,123.0,마리 필렛 (16 cm x 7.5 cm x 1 cm),,QyB8D3zs1J,g,0.289,,com.sec.android.app.shealth,0.31,0.92,d1cc3f47-2c1b-4567-8972-9a623c5305fb,1,
300.0,2.0,2.0,0.0,28.0,"436 kcal, 1240g당",,fatsecret-9673882,250,439.0,0.7,2.05,2021-07-18 13:58:09.858,2021-07-18 13:58:09.858,0.414,10.75,0.889,14.0,다슬기국,0.69,,2.0,88.0,인분 (250 g),,QyB8D3zs1J,g,0.383,,com.sec.android.app.shealth,6.33,2.857143,2bb5a722-0823-4177-9e0f-d98aa1c2c4b7,1,
